source_row,关键词,关键词翻译,趋势,旺季,淡季,综合,月搜索量,月购买量,购买率,SPR,PPC竞价,AC推荐词,流量占比,流量词类型,首个ASIN自然排名,首个ASIN广告排名,预估周曝光量,相关产品,相关ASIN,ABA周排名,unnamed_21,unnamed_22,unnamed_23,unnamed_24,标题密度,商品数,供需比,广告竞品数,点击集中度,前三ASIN转化总占比,unnamed_31,建议竞价范围,#1_前三ASIN,#1_点击共享,#1_转化共享,#2_前三ASIN,#2_点击共享,#2_转化共享,#3_前三ASIN,#3_点击共享,#3_转化共享,前十ASIN
141,all in one tire air pump car battery charger,一体化轮胎气泵 汽车电池充电器,"'=DISPIMG(""ID_A16E47CAE5714D97AE089B844AE9D6B7"",1)",7-9 11-3,4-6 10,4419.52666666667,1406,115,0.082,2,1.5,,,自然搜索词,154,,0,3,B0CGJ5GZWM/B087LRFYDB/B09HJH1S41,1185372,,,,,0,646,26.71,34,0.4043,0.2765,,$0.58 - $1.68,B015TKUPIC,0.2396,0.177,B07X7YZYFV,0.1112,0.0774,B016UG6PWE,0.0535,0.0221,"B0CGCRHS2Z,B07X7YZYFV,B000JFJLP6,B015TKUPIC,B0CCKR3FTB,B09LH5SL12,B0C4XWBJKF,B0CN91TGQW,B09FJQ7F5R,B08GYFP5JK"
142,jumpbox for cars heavy duty,重型汽车跳箱,"'=DISPIMG(""ID_30A7AFB685A4495B89B480FD16EA0372"",1)",9-10 12-2,3-8 11,3394.83458646617,1465,134,0.092,2,$2.66,,,自然搜索词,4,,0,7,B0CGJ5GZWM/B08MFKSVX5/B087LRFYDB/B0C7BS8P5Y/B08NPGCFSG/B016UG6PWE/B015TKUPIC,1173085,,,,,2,1953,6.74,223,0.1852,0.0667,,$0.34 - $0.57,B0BZ828QV5,0.0801,0,B0CPBKJBDB,0.053,0,B0B7DWJ7R5,0.0525,0.0667,"B0B2LN2865,B0BZ828QV5,B0CPBKJBDB,B0C68RL2SV,B0B4FZDC3N,B0C4XLJPYC,B07WCQSW96,B07LGLHHZK,B07RDPFH8Q,B0B7DWJ7R5"
143,compresor de aire,空压机,"'=DISPIMG(""ID_A39F2DEF0CCE421CA1BABFF7ED616AD6"",1)",8-11 1-4,5-7 12,3365.70711428571,20809,153,0.0074,2,$3.50,,,自然搜索词,131,,0,1,B0CGJ5GZWM,64663,,,,,5,897,2.52,5,0.5123,0.4486,,$0.76 - $1.26,B081GMJVPB,0.1914,0.1538,B07CJYSL2T,0.1759,0.141,B01EV70C78,0.1451,0.1538,"B07CJYSL2T,B01EV70C78,B07PMYTN43,B081GMJVPB,B07GD2BWPY,B08YRGVYPV,B0BT82DH1Q,B0BPSQSHBB,B09NCYJV64,B07Z4W6V6R"
144,emergency jump starter for car,汽车紧急启动器,"'=DISPIMG(""ID_0240D46383C64D0FB86ABF307E0FDE99"",1)",8-2,3-7,3300.29316455696,1571,144,0.0922,2,$3.16,,,自然搜索词/品牌广告词/视频广告词/SP广告词,10,1,0,9,B0CGJ5GZWM/B08MFKSVX5/B09F9CR89W/B087LRFYDB/B09HJH1S41/B0C7BS8P5Y/B08NPGCFSG/B016UG6PWE/B015TKUPIC,1526966,,,,,15,141,212.77,37,0.3873,0.2161,,$0.30 - $0.50,B0CBT1ZQ1P,0.1485,0.099,B084NTG92Y,0.1401,0.0727,B073Z8DFL2,0.0987,0.0444,"B092ZWGCK2,B0CBT1ZQ1P,B0CP54ZT9G,B09W5SFK6L,B07YYZKCWR,B09J1ZQPZC,B084NTG92Y,B08MDYKRBS,B098HLB3CD,B0CCHMX3G3"
145,car jumper box,汽车跳线盒,"'=DISPIMG(""ID_688EB9F43C7D4643897AF6145D46CBF2"",1)",9-2,3-8,3270.72338028169,1384,136,0.0987,2,$2.84,,,自然搜索词/品牌广告词/视频广告词,4,1,0,8,B0CGJ5GZWM/B07T9S3Q5N/B09F9CR89W/B0C7BS8P5Y/B09HJH1S41/B08NPGCFSG/B016UG6PWE/B015TKUPIC,1869556,,,,,28,1466,9.59,22,0.3668,0.2993,,$3.35 - $5.80,B015TKUPIC,0.2348,0.1816,B0C42Y5TPD,0.083,0.0972,B016UG6PWE,0.049,0.0205,"B09F9CR89W,B087LRFYDB,B0C4Y9NTQT,B0C7BS8P5Y,B015TKUPIC,B0C4XWBJKF,B0BQHNQH2K,B0CJ2YC2QX,B0C8HZF96X,B08GYFP5JK"
146,arrancador de carro portatil,便携式汽车起动机,"'=DISPIMG(""ID_28482AAD853F4EE0A313815513F28C87"",1)",11-1,2-10,3211.04135546335,4537,215,0.0476,3,$4.82,,0.001,自然搜索词/HR推荐词/品牌广告词/视频广告词/SP广告词,4,1,4835,9,B0CGJ5GZWM/B087LRFYDB/B0C7BS8P5Y/B08NPGCFSG/B015TKUPIC/B09F9CR89W/B016UG6PWE/B09W2GVWKM/B07T9S3Q5N,365109,,,,,0,1404,3.07,3,0.3704,0.3212,,$1.07 - $4.42,B015TKUPIC,0.1995,0.1606,B07X7YZYFV,0.1099,0.0803,B0C4XWBJKF,0.0611,0.0803,"B07X7YZYFV,B087LRFYDB,B015TKUPIC,B016UG6PWE,B015TKSSB8,B08WZFPXFM,B0CD7X1S44,B0C4XWBJKF,B09LH5SL12,B0CGJ5GZWM"
147,car battery starter,汽车电池启动器,"'=DISPIMG(""ID_BB10735D13CE4147AEDBA699693B6398"",1)",7-2,3-6,3207.14931714719,2346,325,0.1386,5,$6.59,,0.0005,自然搜索词/HR推荐词/品牌广告词/视频广告词/SP广告词,5,1,2196,9,B08MFKSVX5/B0CGJ5GZWM/B087LRFYDB/B0C7BS8P5Y/B016UG6PWE/B08NPGCFSG/B015TKUPIC/B09F9CR89W/B09HJH1S41,918377,,,,,3,161,54.8,9,0.54,0.2949,,$4.21 - $7.03,B08NPGCFSG,0.2151,0.0791,B08T5V2BGD,0.2031,0.1223,B08T6KPF2F,0.122,0.0935,"B08T6KPF2F,B08NPHZV8N,B08NPC4VVR,B08T5V2BGD,B08NPGCFSG,B0CDPNY5NF,B0CCDLQZT1,B0CDP6BW3X,B0CGV8Z9GS,B0CHV2XVQX"
148,portable battery and jump starter,便携式蓄电池和起动装置,"'=DISPIMG(""ID_97DD5D79AA4C497C922521BC34CE3ED5"",1)",10-2,3-9,3146.6024,1032,97,0.0943,2,1.5,,,自然搜索词/HR推荐词/品牌广告词/视频广告词/SP广告词,4,1,0,8,B0CGJ5GZWM/B09F9CR89W/B087LRFYDB/B0C7BS8P5Y/B09HJH1S41/B08NPGCFSG/B016UG6PWE/B015TKUPIC,2074744,,,,,5,1295,10.6,42,0.4275,0.3593,,$2.56 - $4.28,B015TKUPIC,0.2375,0.1826,B087LRFYDB,0.0983,0.0749,B0C4XWBJKF,0.0918,0.1018,"B087LRFYDB,B0C4XWBJKF,B0CCKR3FTB,B09LH5SL12,B015TKUPIC,B0CGCRHS2Z,B0C8HZF96X,B0C4Y9NTQT,B0CFTS22D4,B0C1SBXT8V"
149,power jumper starter portable,电源跳线启动器便携式,"'=DISPIMG(""ID_65CC072B24424D11913B8282FBA93F61"",1)",8-2,3-7,3053.05434782609,1339,135,0.101,2,$2.99,,,自然搜索词/品牌广告词/视频广告词,4,7,0,9,B0CGJ5GZWM/B08MFKSVX5/B09F9CR89W/B087LRFYDB/B09HJH1S41/B0C7BS8P5Y/B08NPGCFSG/B016UG6PWE/B015TKUPIC,1321917,,,,,2,1224,3.88,15,0.3939,0.3703,,$2.53 - $4.23,B015TKUPIC,0.2097,0.1481,B09F9CR89W,0.1054,0.0864,B0C42Y5TPD,0.0788,0.1358,"B09F9CR89W,B0C1SBXT8V,B0C5X8CVNJ,B0CGCRHS2Z,B0C8HZF96X,B000JFJLP6,B0B55RFM1Z,B0CN9243NQ,B015TKUPIC,B0CCDJS5GH"
150,10000 amp jump starter,10000 安培启动器,"'=DISPIMG(""ID_F59CEB7FA48C4C2F8F95353A4B996468"",1)",9-1,2-8,3036.86965714286,1761,103,0.0586,1,$3.50,,,自然搜索词,30,,0,5,B09F9CR89W/B087LRFYDB/B0C7BS8P5Y/B08NPGCFSG/B015TKUPIC,1670880,,,,,12,37,53.03,5,0.8881,0.8537,,$0.56 - $0.93,B08WYKD6TY,0.7902,0.7561,B08WZFPXFM,0.049,0.0488,B08WZKRHZZ,0.049,0.0488,"B08WYKD6TY,B09P9NYK7M,B08WZKRHZZ,B08WZFPXFM,B09P9XZC6D,B0C8X7698C,B0924V8SPC,B0CFTS22D4,B0CNYKB1HB,B0CB7H12GD"
151,"niopow car jump starter battery pack, 5000a 12v",niopow汽车跳跃式起动机电池组，5000a 12v,"'=DISPIMG(""ID_67C09D244019428BB465EA6C1BFD04B0"",1)",3,4-2,3025.97166666667,1022,95,0.0935,2,1.5,,0.0004,自然搜索词,17,,1923,7,B07T9S3Q5N/B08NPGCFSG/B015TKUPIC/B084YQSVZ6/B0C7BS8P5Y/B09HJH1S41/B087LRFYDB,435676,,,,,1,1080,7.79,99,0.4393,0.4042,,$5.51 - $9.06,B097D397M6,0.1977,0.2613,B07W46BX31,0.1765,0.115,B07BLLRM8R,0.0652,0.0279,"B097D397M6,B07BLLRM8R,B094VQ88X2,B0B67W12TL,B07895WM6P,B07QPSNZPP,B098JVY4B9,B00KNMKRU8,B0CJXWDFSC,B0756PG828"
152,battery booster jump starter pack,电池助推器起动包,"'=DISPIMG(""ID_5104613C51304577B76D5AB7916B0B6F"",1)",5-7 11-2,3-4 8-10,2960.85616438356,1800,161,0.0895,3,$2.92,,,自然搜索词/品牌广告词/视频广告词/SP广告词,5,59,0,11,B0CGJ5GZWM/B09W2GVWKM/B08MFKSVX5/B084YQSVZ6/B09F9CR89W/B087LRFYDB/B0C7BS8P5Y/B09HJH1S41/B08NPGCFSG/B016UG6PWE/B015TKUPIC,1035150,,,,,0,725,5.94,3,0.4354,0.2961,,'-,B015TKUPIC,0.2469,0.1513,B07X7YZYFV,0.1373,0.0987,B08GYFP5JK,0.0513,0.0461,"B07X7YZYFV,B08GYFP5JK,B0CGCRHS2Z,B015TKUPIC,B0CFTS22D4,B087LRFYDB,B09FJQ7F5R,B0C4XWBJKF,B0BQHNQH2K,B0BZP6HCVS"
153,motorcycle jump starter,摩托车起动器,"'=DISPIMG(""ID_D032FCE361454D15A70BB8A5EE29883B"",1)",8-11 1-4,5-7 12,2873.82450833333,4531,415,0.0917,6,$10.00,,0.0015,自然搜索词/HR推荐词/视频广告词/SP广告词,5,53,7438,10,B09W2GVWKM/B09HJH1S41/B087LRFYDB/B0C7BS8P5Y/B015TKUPIC/B09F9CR89W/B07T9S3Q5N/B084YQSVZ6/B016UG6PWE/B08NPGCFSG,247032,,,,,1,118,35.42,29,0.808,0.6506,,'-,B087LRFYDB,0.6118,0.5542,B0CDZV96X6,0.1227,0.0542,B0BR57PDDY,0.0736,0.0422,"B087LRFYDB,B0CDZV96X6,B082ZZ2W14,B0BHNQYHFN,B0BR57PDDY,B0CJ2YC2QX,B0CDMKTVC9,B08NPC4VVR,B07X7YZYFV,B0CFTS22D4"
154,car air pump and battery jumper,汽车气泵和跳线,"'=DISPIMG(""ID_8DBDB287549F437489B2D71267CA8E0D"",1)",9-2,3-8,4368.6624,1671,114,0.0688,2,1.5,,,品牌广告词,,2,0,4,B0CGJ5GZWM/B08MFKSVX5/B087LRFYDB/B09HJH1S41,1362802,,,,,4,1202,4.08,3,0.4652,0.3954,,$2.93 - $9.18,B015TKUPIC,0.2901,0.2599,B0B55RFM1Z,0.1149,0.1073,B0924V8SPC,0.0603,0.0282,"B0C4XWBJKF,B09W5SFK6L,B015TKUPIC,B0B55RFM1Z,B087LRFYDB,B0CGCRHS2Z,B0BZP6HCVS,B0C8HZF96X,B0CJ2YC2QX,B0CGJ5GZWM"
155,car starter jump box with air compressor,带空气压缩机的汽车起动跳线盒,"'=DISPIMG(""ID_6E66D7BFC4034905A25B14FD87F5109C"",1)",11-1,2-10,4166.7444,1794,79,0.0441,1,1.5,,,自然搜索词,14,,0,1,B0CGJ5GZWM,1487586,,,,,31,420,92.23,139,0.2273,0.1788,,$2.38 - $5.86,B0CGJ5GZWM,0.1073,0.0995,B0CLX19L28,0.062,0.0309,B0BG2LDTM6,0.058,0.0484,"B0CGJ5GZWM,B0CLRSMCB7,B0CLL149DM,B002X6VXL4,B09G5WC4TD,B09FJQ7F5R,B0CHNRMZ27,B0CJJWJG6S,B0CNK6C57H,B0CF9G1354"
156,jump starter 6000 amp,6000 安培启动器,"'=DISPIMG(""ID_C2BB874AEEB14D4D884D869D21515BB8"",1)",11-2,3-10,2755.68426395939,1982,180,0.0913,3,$3.94,,0.0002,自然搜索词/视频广告词,2,53,879,4,B09HJH1S41/B0C7BS8P5Y/B08NPGCFSG/B0CGJ5GZWM,949557,,,,,0,218,15.23,4,0.4079,0.3041,,$1.35 - $3.04,B079LHNH8D,0.142,0.0928,B079LDQVYW,0.14,0.0773,B073VHBRFC,0.126,0.134,"B079LDQVYW,B073VH8G4H,B08LW5HFPL,B073VHBRFC,B08XGHKYRJ,B00F9RNIPI,B07MWL3YR2,B0969KT75Q,B09ZYT2H5P,B07YQND9SD"
157,car jumper starter,汽车跳线起动器,"'=DISPIMG(""ID_E6A20503E81E4CEFA73011AE8803B3A8"",1)",10-2,3-9,2711.69788235294,1596,166,0.1044,3,$3.40,,,自然搜索词/品牌广告词/视频广告词/SP广告词,6,1,0,7,B0CGJ5GZWM/B09F9CR89W/B087LRFYDB/B0C7BS8P5Y/B08NPGCFSG/B016UG6PWE/B015TKUPIC,1334965,,,,,0,4041,0.86,12,0.5443,0.436,,$1.49 - $2.48,B07W46BX31,0.2613,0.2308,B097D397M6,0.2105,0.1667,B015TKUPIC,0.0726,0.0385,"B097D397M6,B015TKUPIC,B0CJXWDFSC,B094VQ88X2,B0B67W12TL,B098JVY4B9,B0C42Y5TPD,B07BLLRM8R,B07W46BX31,B07QPSNZPP"
158,jumper pack,跳线包,"'=DISPIMG(""ID_E1AF642506D846D5931F774DAD1B5661"",1)",8-2,3-7,2710.75226720648,4892,231,0.0474,4,$4.94,,0.0016,自然搜索词/HR推荐词/品牌广告词/视频广告词/SP广告词,8,1,7815,8,B0CGJ5GZWM/B0C7BS8P5Y/B087LRFYDB/B016UG6PWE/B08NPGCFSG/B015TKUPIC/B09F9CR89W/B084YQSVZ6,273849,,,,,2,1372,7.17,42,0.3695,0.2917,,$3.31 - $6.19,B015TKUPIC,0.2238,0.1641,B08GYFP5JK,0.0933,0.0729,B087LRFYDB,0.0524,0.0547,"B08GYFP5JK,B087LRFYDB,B0C4XWBJKF,B015TKUPIC,B0BQHNQH2K,B0CGJ5GZWM,B0C5X8CVNJ,B09F9CR89W,B0BZP6HCVS,B0CGCRHS2Z"
159,portable jump box,便携式跳箱,"'=DISPIMG(""ID_763B1C3CDD2D4DA6B358630BC1C31C3F"",1)",11-2,3-10,2671.1798974359,2186,161,0.074,3,$3.25,,0.0006,自然搜索词/品牌广告词/视频广告词/SP广告词,5,1,2686,11,B07T9S3Q5N/B0CGJ5GZWM/B09HJH1S41/B0C7BS8P5Y/B016UG6PWE/B08NPGCFSG/B015TKUPIC/B09F9CR89W/B08TWVQCDH/B084YQSVZ6/B087LRFYDB,818845,,,,,0,1221,3.23,8,0.4891,0.3619,,'-,B015TKUPIC,0.2994,0.2571,B0CJJWJG6S,0.0972,0.0667,B0BZP6HCVS,0.0926,0.0381,"B0BZP6HCVS,B09FJQ7F5R,B0CLRSMCB7,B015TKUPIC,B0CJJWJG6S,B0CFXMZS5X,B08NPHZV8N,B0CCDJLMNL,B0829FTQVF,B002X6VXL4"
160,power bank jump starter,电源箱起动器,"'=DISPIMG(""ID_8B88A332A833484CB85DBCA68C88EEDB"",1)",6-9 11-2,3-5 10,2651.98409542744,1491,200,0.1342,3,$5.03,,,自然搜索词/品牌广告词/视频广告词/SP广告词,6,7,0,9,B09W2GVWKM/B07T9S3Q5N/B09F9CR89W/B087LRFYDB/B0C7BS8P5Y/B09HJH1S41/B08NPGCFSG/B016UG6PWE/B015TKUPIC,1136548,,,,,0,6692,0.58,14,0.2477,0.2,,$2.53 - $4.23,B0CM639586,0.106,0.2,B08LQ27L6Y,0.0734,0,B0CKR76TNY,0.0685,0,"B08LQ27L6Y,B08R75QQZ6,B0C7P5JKZF,B0CKR76TNY,B0CDGKBN2R,B0CKR8FV5W,B0B64XSGNV,B09JNSSSD7,B0CMHJ1PDS,B0C23HK99H"
161,jump starter battery pack,启动器电池组,"'=DISPIMG(""ID_0D60307DCF824268B65D4A6393D30A1F"",1)",10-2,3-9,2646.14329046088,3961,157,0.0397,3,$3.11,,0.0019,自然搜索词/HR推荐词/品牌广告词/视频广告词/SP广告词,6,1,9177,12,B0CGJ5GZWM/B09HJH1S41/B0C7BS8P5Y/B087LRFYDB/B016UG6PWE/B08NPGCFSG/B08MFKSVX5/B084YQSVZ6/B015TKUPIC/B09F9CR89W/B09W2GVWKM/B07T9S3Q5N,306040,,,,,10,262,17.11,61,0.4824,0.4444,,$0.51 - $0.87,B009LWZPAI,0.1864,0.1379,B000CIRTY0,0.1814,0.1724,B0060YHP62,0.1146,0.1341,"B009LWZPAI,B000CIRTY0,B000BO9J52,B0060YHP62,B000CIPUNC,B002MGTNX0,B00QFLP45Y,B09M663PVG,B083XCM9CG,B001DKNKB2"
162,capacitor jump starter,电容器跨接起动器,"'=DISPIMG(""ID_70E278E07D06494E8E82CA6E8C89585F"",1)",9-2,3-8,2632.88986547085,1698,153,0.0904,2,$4.46,,,自然搜索词,41,,0,5,B07T9S3Q5N/B09F9CR89W/B0C7BS8P5Y/B09HJH1S41/B08NPGCFSG,1146025,,,,,0,472,9.6,5,0.4715,0.3749,,$9.00 - $11.00,B015TKUPIC,0.255,0.2333,B09W2GVWKM,0.1095,0.0833,B015TKPT1A,0.107,0.0583,"B09W2GVWKM,B08T6KPF2F,B015TKUPIC,B0B3T7HN8Q,B015TKPT1A,B09XSD8LGC,B0BHNQYHFN,B08NPHZV8N,B0BNVLL6MJ,B071F36LXZ"
163,jumpstart battery pack,启动电池组,"'=DISPIMG(""ID_4E8F9FCDFD9344439402DF7B2EAED875"",1)",9-2,3-8,2524.55519274376,1807,211,0.1168,3,$5.88,,,自然搜索词/品牌广告词/视频广告词/SP广告词,4,1,0,8,B0CGJ5GZWM/B084YQSVZ6/B09F9CR89W/B087LRFYDB/B0C7BS8P5Y/B08NPGCFSG/B016UG6PWE/B015TKUPIC,1532961,,,,,1,839,3.23,4,0.4291,0.4334,,$2.26 - $3.78,B015TKUPIC,0.2626,0.2,B09DS1BXBF,0.1136,0.1667,B09F9CR89W,0.053,0.0667,"B015TKUPIC,B09F9CR89W,B09DS1BXBF,B087LRFYDB,B0C4Y9NTQT,B08NPC4VVR,B002X6VXL4,B08T5V2BGD,B0C4XWBJKF,B0B55RFM1Z"
164,jump starter for car,汽车启动器,"'=DISPIMG(""ID_5646A8FF93E14BC6A2F956B3009D945A"",1)",8-2,3-7,2518.90961538462,1223,130,0.1071,2,$3.38,,,自然搜索词/HR推荐词/品牌广告词/视频广告词/SP广告词,6,1,0,8,B0CGJ5GZWM/B09F9CR89W/B087LRFYDB/B0C7BS8P5Y/B09HJH1S41/B016UG6PWE/B08NPGCFSG/B015TKUPIC,1940233,,,,,8,1203,13.27,92,0.3273,0.2151,,$0.74 - $2.07,B07XKGWNP8,0.1198,0.0512,B01C96AFWU,0.1147,0.0683,B09QXJF7C5,0.0928,0.0956,"B07BR7Q4RG,B09QXJF7C5,B09KRB9JSJ,B07M8LS7MP,B087PV7LXQ,B09V2MNKKL,B00MXFFM80,B077W2S7L4,B08RS888RH,B07FT6R38V"
165,buture jump starter with air compressor,带空气压缩机的丁尿起动器,,Y,,3743.13995,1891,122,0.0649,2,2,1596354,,,,,0,118,16.03,16,0.8966,0.9,,'-,B09FJQ7F5R,0.3966,0.4,B0BG2LDTM6,0.3793,0.3,B0CGJ5GZWM,0.1207,0.2,"B09FJQ7F5R,B0BG2LDTM6,B0CGJ5GZWM,B0CHNRMZ27,B0C7BS8P5Y,B086QYCPJ7,B0C6DL51JQ,B0CLRSMCB7,B0BW5MW99N,B0CFTS22D4",,,,,,,,
166,jump boxes for vehicles,车辆跳箱,"'=DISPIMG(""ID_2A867E69A23441BD95C2D099B6468D56"",1)",8-2,3-7,2461.8468,1443,89,0.0623,1,$3.25,,,自然搜索词/HR推荐词/品牌广告词/视频广告词/SP广告词,8,1,0,11,B0CGJ5GZWM/B09W2GVWKM/B08TWVQCDH/B084YQSVZ6/B09F9CR89W/B087LRFYDB/B0C7BS8P5Y/B09HJH1S41/B08NPGCFSG/B016UG6PWE/B015TKUPIC,1783495,,,,,1,1384,6.15,37,0.4483,0.3847,,$2.63 - $7.25,B015TKUPIC,0.2315,0.2133,B09F9CR89W,0.1527,0.1294,B0BZP6HCVS,0.0642,0.042,"B09F9CR89W,B0BZP6HCVS,B002X6VXL4,B015TKUPIC,B07BLLRM8R,B0CGJ5GZWM,B0B55RFM1Z,B087LRFYDB,B0CLRSMCB7,B0C1SBXT8V"
167,portable battery jumper,便携式电池跳线,"'=DISPIMG(""ID_8290042D30DD48419194F8425D8DB645"",1)",7-2,3-6,2413.87495908347,2557,210,0.0824,3,$6.11,,0.0007,自然搜索词/HR推荐词/品牌广告词/视频广告词/SP广告词,4,1,3271,12,B0CGJ5GZWM/B0C7BS8P5Y/B087LRFYDB/B016UG6PWE/B08NPGCFSG/B084YQSVZ6/B015TKUPIC/B09F9CR89W/B08MFKSVX5/B09W2GVWKM/B08TWVQCDH/B07T9S3Q5N,709660,,,,,0,1229,3.31,31,0.4217,0.4264,,$2.49 - $4.15,B015TKUPIC,0.2681,0.2647,B09F9CR89W,0.0899,0.0441,B0C42Y5TPD,0.0638,0.1176,"B09F9CR89W,B000JFJLP6,B0C1SBXT8V,B0B55RFM1Z,B0C5X8CVNJ,B015TKUPIC,B0CGCRHS2Z,B0CGJ5GZWM,B0C4XWBJKF,B0C8HZF96X"
168,car battery charger portable jump starter,车载电池充电器便携式起动装置,"'=DISPIMG(""ID_960D41BBFFFC40B5A4219461F2593098"",1)",1-3,4-12,2413.152,931,60,0.0648,1,1.5,,,自然搜索词/品牌广告词/视频广告词,4,1,0,7,B0CGJ5GZWM/B07T9S3Q5N/B09F9CR89W/B087LRFYDB/B0C7BS8P5Y/B016UG6PWE/B015TKUPIC,1869504,,,,,1,834,6.9,,0.446,0.3127,,$0.51 - $0.86,B08D9RY532,0.201,0.1975,B092QTX9YD,0.1529,0.0658,B00139OH0G,0.0922,0.0494,"B08D9RY532,B092QTX9YD,B08XZ219ZV,B00139OH0G,B01BGZ9XRS,B07F2J72SD,B0C53KKT16,B0BTYTWTBQ,B0C13QZXKY,B0CJFH7Y4X"
169,battery charger and jump starter,电池充电器和跨接启动器,"'=DISPIMG(""ID_612025F9A98C490787B88B5D0E3BC4C2"",1)",8-2,3-7,2405.416,1313,120,0.0916,2,$3.00,,,自然搜索词/品牌广告词/视频广告词/SP广告词,6,1,0,8,B0CGJ5GZWM/B09F9CR89W/B087LRFYDB/B0C7BS8P5Y/B09HJH1S41/B016UG6PWE/B08NPGCFSG/B015TKUPIC,1675326,,,,,0,1224,3.24,17,0.3646,0.2719,,$2.50 - $4.15,B015TKUPIC,0.241,0.1748,B09F9CR89W,0.0642,0.0291,B0C1SBXT8V,0.0595,0.068,"B09F9CR89W,B0C1SBXT8V,B0CGCRHS2Z,B0C5X8CVNJ,B0CN9243NQ,B0B55RFM1Z,B015TKUPIC,B000JFJLP6,B0CCDJS5GH,B002X6VXL4"
170,duralast jump starter,Duralast 启动器,"'=DISPIMG(""ID_E71A76A979F64687AA8EF499E8EA06DB"",1)",9-2,3-8,2371.21624228395,1915,175,0.0917,3,$4.32,,,自然搜索词,8,,0,6,B08MFKSVX5/B09F9CR89W/B087LRFYDB/B0C7BS8P5Y/B08NPGCFSG/B015TKUPIC,1213010,,,,,8,103,32.04,28,0.8148,0.6666,,$0.50 - $0.98,B07N3FDT3M,0.7112,0.6349,B07N3FC7N3,0.0837,0.0317,B00MIXFBL0,0.0199,0,"B07N3FDT3M,B07SKC6N5X,B07NTK4BB8,B07YD41VMW,B087N653QP,B09YNNHQ59,B07N3FJ6PB,B00MIXFBL0,B086653VSH,B0C285SZKN"
171,jumper battery pack,跳线电池组,"'=DISPIMG(""ID_B7DC7ED385B94605A5166A2B52B8CF84"",1)",10-2,3-9,2354.07951219512,2118,186,0.0882,3,$4.92,,0.0008,自然搜索词/品牌广告词/视频广告词/SP广告词,5,1,3645,8,B0CGJ5GZWM/B09HJH1S41/B0C7BS8P5Y/B087LRFYDB/B016UG6PWE/B08NPGCFSG/B015TKUPIC/B09F9CR89W,600861,,,,,0,1300,2.84,9,0.3345,0.1346,,$0.88 - $1.53,B01C96AFWU,0.1714,0.0577,B09QXJF7C5,0.0824,0.0192,B07XKGWNP8,0.0807,0.0577,"B07BR7Q4RG,B09V2MNKKL,B09QXJF7C5,B09KRB9JSJ,B08RS888RH,B0BWYG86KF,B004C16S0O,B01C96AFWU,B07M8LS7MP,B07XKGWNP8"
172,12/24 volt battery jump pack,12/24 伏电池跳线包,"'=DISPIMG(""ID_EDD89FC2502E4606B9356997A7FA142B"",1)",8-2,3-7,2325.14939759036,1831,124,0.068,2,$3.32,,,自然搜索词,27,,0,3,B09HJH1S41/B0C7BS8P5Y/B08NPGCFSG,1515963,,,,,2,206,13.28,28,0.4726,0.2894,,$1.16 - $2.26,B01GU4O3GG,0.1891,0.1316,B0BVV6D6W9,0.1617,0.0789,B08XB5XNGN,0.1219,0.0789,"B08XB5XNGN,B0B93JCF9R,B01GU4O3GG,B0BVV6D6W9,B07GD8V653,B00KXKW6WC,B0BZCVLKZY,B07LFLG99R,B075355RYY,B0767F1QKL"
173,car battery jump box,汽车电瓶跳箱,"'=DISPIMG(""ID_0C4AF1F48B2A424C9BEB637CAE94715F"",1)",9-1,2-8,2266.94910179641,1934,87,0.045,1,$3.34,,,自然搜索词/品牌广告词/视频广告词/SP广告词,9,1,0,9,B0CGJ5GZWM/B07T9S3Q5N/B09F9CR89W/B0C7BS8P5Y/B09HJH1S41/B087LRFYDB/B08NPGCFSG/B016UG6PWE/B015TKUPIC,2327088,,,,,12,142,44.56,10,0.5461,0.5481,,$0.54 - $0.89,B0BMDYP24N,0.2621,0.25,B0CMBKZ5DF,0.189,0.2308,B0BMDYV6X5,0.095,0.0673,"B0CMBKZ5DF,B0BMDYV6X5,B0BMDYP24N,B08GG81RQ3,B09Z37Q81L,B0BWSDWZ96,B08GG95QFM,B0BV48WCTB,B07CHC9FY9,B01JCIIZW0"
174,power bank car jump starter,移动电源汽车启动器,"'=DISPIMG(""ID_BF65FD85909B4D2EA56B0347E5981510"",1)",10-2,3-9,2251.87625730994,1199,124,0.1036,2,$3.42,,,自然搜索词/品牌广告词/视频广告词/SP广告词,8,1,0,10,B0CGJ5GZWM/B08MFKSVX5/B084YQSVZ6/B09F9CR89W/B087LRFYDB/B0C7BS8P5Y/B09HJH1S41/B08NPGCFSG/B016UG6PWE/B015TKUPIC,2212778,,,,,8,132896,0.51,238,0.0461,0.0542,,$1.49 - $2.68,B084RQKLV8,0.0166,0.0197,B09YVPSYWF,0.0155,0.0296,B00652G4TS,0.0141,0.0049,"B0CGJ5GZWM,B0922H1JJW,B07W46BX31,B0CGCRHS2Z,B0C32X5CY7,B0BMGBBPTT,B09YVPSYWF,B00LM54ZD0,B08RS888RH,B07HRNKY8P"
